Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2002-07-30 00:00:00-04:00,39.05292948827556,39.124586968560365,38.94305419921875,38.94305419921875,6100,0.0,0.0,0.0
2002-07-31 00:00:00-04:00,39.14844457182325,39.554502144347744,39.12456119056492,39.42551803588867,29400,0.0,0.0,0.0
2002-08-01 00:00:00-04:00,39.430327044384406,39.65962663618041,39.430327044384406,39.65007400512695,25000,0.0,0.0,0.0
2002-08-02 00:00:00-04:00,39.726491910333365,40.17553826255417,39.59272962269666,40.05611038208008,52800,0.0,0.0,0.0
2002-08-05 00:00:00-04:00,40.146883774477985,40.337969145659926,40.05611740312024,40.232872009277344,61100,0.0,0.0,0.0
2002-08-06 00:00:00-04:00,40.065659113444774,40.079989873260764,39.75514595371861,39.8889045715332,64900,0.0,0.0,0.0
2002-08-07 00:00:00-04:00,39.93667325235461,40.194637851792535,39.82202353415403,39.98444366455078,40300,0.0,0.0,0.0
2002-08-08 00:00:00-04:00,39.927120627774904,40.017883317552986,39.82202353415403,39.98444366455078,40900,0.0,0.0,0.0
2002-08-09 00:00:00-04:00,40.12777564402006,40.548160552978516,40.12777564402006,40.548160552978516,35900,0.0,0.0,0.0
2002-08-12 00:00:00-04:00,40.7487955847271,41.41758882114811,40.67235998933624,40.796566009521484,32100,0.0,0.0,0.0
2002-08-13 00:00:00-04:00,40.97807577505185,41.30769774673857,40.78221603227794,41.29814147949219,75400,0.0,0.0,0.0
2002-08-14 00:00:00-04:00,41.780650724177356,41.99084496742705,41.44147596916522,41.455806732177734,130000,0.0,0.0,0.0
2002-08-15 00:00:00-04:00,41.26472701823168,41.32205372275354,41.01154045139816,41.092750549316406,87100,0.0,0.0,0.0
2002-08-16 00:00:00-04:00,41.29339586306057,41.331610024821394,40.51950168415651,40.634151458740234,85000,0.0,0.0,0.0
2002-08-19 00:00:00-04:00,40.62935084093978,40.76788392196315,40.46692709045815,40.758331298828125,47300,0.0,0.0,0.0
2002-08-20 00:00:00-04:00,40.90167144470468,41.2217373649998,40.89211517101348,41.212181091308594,40800,0.0,0.0,0.0
2002-08-21 00:00:00-04:00,40.93031520840372,41.13095313301453,40.90642817919574,40.99241638183594,40000,0.0,0.0,0.0
2002-08-22 00:00:00-04:00,40.8682327895224,40.8682327895224,40.634151458740234,40.634151458740234,34400,0.0,0.0,0.0
2002-08-23 00:00:00-04:00,40.70101543649717,41.059299035919324,40.70101543649717,41.03541564941406,20100,0.0,0.0,0.0
2002-08-26 00:00:00-04:00,40.93987282395629,41.18350670191117,40.92554206254413,41.07363510131836,23900,0.0,0.0,0.0
2002-08-27 00:00:00-04:00,40.79655730396039,40.9303159227019,40.701012830110024,40.81566619873047,301800,0.0,0.0,0.0
2002-08-28 00:00:00-04:00,41.10230919317862,41.16918852998657,41.00676468013118,41.02109909057617,18100,0.0,0.0,0.0
